UBIGEO,DISTRITO,PROVINCIA,DEPARTAMEN,area_km2,densidad,descargas_anio,altitud,estrato,legacy_N,legacy_py,legacy_tasa,legacy_letalidad
050203,LOS MOROCHUCOS,CANGALLO,AYACUCHO,249.3,11.59,2889,3644.28158080452,>3500,0,73383.0273489729,0,0
050204,MARIA PARADO DE BELLIDO,CANGALLO,AYACUCHO,131.7,12.59,1658,3671.14523650899,>3500,2,17644.5560344828,113.349409080705,134.030290845731
050205,PARAS,CANGALLO,AYACUCHO,777,6.93,5385,4334.14101257221,>3500,1,37691.7474120083,26.5310066171516,20.6334468172908
050206,TOTOS,CANGALLO,AYACUCHO,115.2,8.82,1016,3870.04144282425,>3500,0,26191.7307567392,0,0
050301,SANCOS,HUANCA SANCOS,AYACUCHO,1356.1,10.74,14565,4191.5450184741,>3500,1,28538.2614236867,35.0406769758582,7.62863790670176
050302,CARAPO,HUANCA SANCOS,AYACUCHO,196.5,9.14,1796,3777.36285971223,>3500,0,15810.7080610022,0,0
050303,SACSAMARCA,HUANCA SANCOS,AYACUCHO,639.1,14.76,9433,4113.61687508589,>3500,1,11680.8588410104,85.6101433645524,11.7789792336596
050304,SANTIAGO DE LUCANAMARCA,HUANCA SANCOS,AYACUCHO,645.4,7.93,5118,4247.00898203593,>3500,1,18581.8697083725,53.815897737644,21.7098693065868
050401,HUANTA,HUANTA,AYACUCHO,164.6,4.53,746,3543.89352594971,>3500,0,394381.855224752,0,0
050402,AYAHUANCO,HUANTA,AYACUCHO,370.1,2.2,814,3318.29761336516,2500-3500,0,9452.20544337138,0,0
050403,HUAMANGUILLA,HUANTA,AYACUCHO,93.8,7.21,676,3587.18403755869,>3500,1,36981.7655703289,27.0403531193848,164.365548980934
050404,IGUAIN,HUANTA,AYACUCHO,60.5,5.84,353,3077.39296187683,2500-3500,0,25698.012565445,0,0
050405,LURICOCHA,HUANTA,AYACUCHO,141.8,2.26,320,3027.04483188045,2500-3500,0,56684.013643008,0,0
050406,SANTILLANA,HUANTA,AYACUCHO,192.1,2.04,392,3468.33672055427,2500-3500,0,33445.3372647428,0,0
050407,SIVIA,HUANTA,AYACUCHO,896.3,12.56,11258,2479.4481295035,1500-2500,0,104133.156556269,0,0
050408,LLOCHEGUA,HUANTA,AYACUCHO,515.7,11.86,6116,1904.40602533379,1500-2500,0,104367.486236919,0,0
050409,CANAYRE,HUANTA,AYACUCHO,269,20.07,5399,1198.11023362948,500-1500,0,40499.9723600283,0,0
050410,UCHURACCAY,HUANTA,AYACUCHO,255.4,0.82,209,3799.21500172831,>3500,0,32405.6585171406,0,0
050411,PUCACOLPA,HUANTA,AYACUCHO,716,5.14,3680,2885.05962226886,2500-3500,0,19769.3061557277,0,0
050412,CHACA,HUANTA,AYACUCHO,105.9,1.69,179,3938.81886477462,>3500,0,19515.3771300448,0,0
050413,PUTIS,HUANTA,AYACUCHO,93.9,3.07,288,3895.98969072165,>3500,0,1117,0,0
050501,SAN MIGUEL,LA MAR,AYACUCHO,255,1.85,472,3646.58249740574,>3500,0,86500.4945924558,0,0
050502,ANCO,LA MAR,AYACUCHO,748.4,3.81,2851,2754.74820143885,2500-3500,0,60552.5230120482,0,0
050503,AYNA,LA MAR,AYACUCHO,285.2,6.36,1814,2343.89553626782,1500-2500,0,89411.143438959,0,0
050504,CHILCAS,LA MAR,AYACUCHO,154.2,3.36,518,2887.84198516828,2500-3500,0,13633.1745254134,0,0
050505,CHUNGUI,LA MAR,AYACUCHO,518.5,5.75,2981,2908.77505946313,2500-3500,0,39417.5114317425,0,0
050506,LUIS CARRANZA,LA MAR,AYACUCHO,133.8,5.29,708,3214.0099009901,2500-3500,0,12357.0470242469,0,0
050507,SANTA ROSA,LA MAR,AYACUCHO,389.1,10.68,4156,2122.12292660759,1500-2500,0,114411.684635479,0,0
050508,TAMBO,LA MAR,AYACUCHO,309,1.45,448,3835.14077669903,>3500,0,78510.154822335,0,0
050509,SAMUGARI,LA MAR,AYACUCHO,267.5,7.5,2006,2626.33959156785,2500-3500,0,88643.0873974371,0,0
050510,ANCHIHUAY,LA MAR,AYACUCHO,266.9,8.69,2319,2711.05787037037,2500-3500,0,38291.1381801761,0,0
050511,ORONCCOY,LA MAR,AYACUCHO,553.7,4.06,2248,2657.91687857597,2500-3500,0,9467.52459016393,0,0
050512,UNION PROGRESO,LA MAR,AYACUCHO,39.1,9.96,389,1149.76510067114,500-1500,0,10463,0,0
050513,RIO MAGDALENA,LA MAR,AYACUCHO,112.2,10.66,1196,2194.84512578616,1500-2500,0,11339,0,0
050514,NINABAMBA,LA MAR,AYACUCHO,100.1,2.65,265,3233.75680421422,2500-3500,0,9454,0,0
050515,PATIBAMBA,LA MAR,AYACUCHO,95.8,0.94,90,3241.23425925926,2500-3500,0,7397,0,0
050601,PUQUIO,LUCANAS,AYACUCHO,863.2,9.54,8235,4022.48106406742,>3500,1,130780.015440571,7.64642821482476,13.4925453686838
050602,AUCARA,LUCANAS,AYACUCHO,871.9,9.98,8702,4025.74393313866,>3500,0,23649.1649928264,0,0
050603,CABANA,LUCANAS,AYACUCHO,405,3.6,1458,4149.15110246433,>3500,0,17536.6600580271,0,0
050604,CARMEN SALCEDO,LUCANAS,AYACUCHO,463.9,7.38,3424,4188.61880438895,>3500,0,13497.8637751985,0,0
050605,CHAVIÑA,LUCANAS,AYACUCHO,366.8,10.27,3767,3498.9364851958,2500-3500,0,20627.0432525952,0,0
050606,CHIPAO,LUCANAS,AYACUCHO,1155.8,11.5,13292,4332.89047330097,>3500,1,21690.4880439043,46.103158120549,8.35924699903033
050607,HUAC-HUAS,LUCANAS,AYACUCHO,312.4,2.24,700,2625.51361976973,2500-3500,0,13740.4572833436,0,0
050608,LARAMATE,LUCANAS,AYACUCHO,779.4,3.8,2962,3551.48875140607,>3500,0,15017.259106933,0,0
050609,LEONCIO PRADO,LUCANAS,AYACUCHO,1109.8,4.75,5272,3237.52642789524,2500-3500,0,9751.20829655781,0,0
050610,LLAUTA,LUCANAS,AYACUCHO,493.2,1.91,942,2936.96047008547,2500-3500,0,7801.3417305586,0,0
050611,LUCANAS,LUCANAS,AYACUCHO,1210.9,10,12109,4013.58903613585,>3500,0,24091.4100358423,0,0
050612,OCAÑA,LUCANAS,AYACUCHO,858.4,2.7,2318,2624.17830882353,2500-3500,0,19953.1688089117,0,0
050613,OTOCA,LUCANAS,AYACUCHO,716,4.41,3158,3063.80724957139,2500-3500,1,16403.3959627329,60.9629860958007,35.1840123847724
050614,SAISA,LUCANAS,AYACUCHO,575.3,1.55,892,2767.35829528158,2500-3500,0,7617.02927400468,0,0
050615,SAN CRISTOBAL,LUCANAS,AYACUCHO,407.2,6.12,2492,3385.23065348237,2500-3500,0,16362.0917480999,0,0
050616,SAN JUAN,LUCANAS,AYACUCHO,46.8,7.96,373,3448.86090225564,2500-3500,0,8898.25296442688,0,0
050617,SAN PEDRO,LUCANAS,AYACUCHO,727,4.23,3075,2773.06761308951,2500-3500,1,23788.0712711242,42.037876404628,36.13369467028
050618,SAN PEDRO DE PALCO,LUCANAS,AYACUCHO,520.1,9.21,4790,4064.75920297197,>3500,0,7966.87460148778,0,0
050619,SANCOS,LUCANAS,AYACUCHO,1503.2,3.17,4765,2661.3363372093,2500-3500,0,43626.7521730342,0,0
050620,SANTA ANA DE HUAYCAHUACHO,LUCANAS,AYACUCHO,45.5,6.3,287,3560.74661508704,>3500,0,7666.0756501182,0,0
050621,SANTA LUCIA,LUCANAS,AYACUCHO,1033.3,2.76,2852,2603.70267298257,2500-3500,0,13162.4714086471,0,0
050701,CORACORA,PARINACOCHAS,AYACUCHO,1388,11.41,15837,4231.62283300763,>3500,2,120317.386732688,16.6227014591287,14.0318382409688
050702,CHUMPI,PARINACOCHAS,AYACUCHO,372.1,9.47,3524,3553.68857075804,>3500,0,19042.8220640569,0,0
050703,CORONEL CASTAÑEDA,PARINACOCHAS,AYACUCHO,1081.8,13.18,14258,4443.14661044437,>3500,0,17892.605626327,0,0
050704,PACAPAUSA,PARINACOCHAS,AYACUCHO,147,8.52,1252,3986.70528817588,>3500,0,4782.38063439065,0,0
050705,PULLO,PARINACOCHAS,AYACUCHO,1562.5,3.74,5844,2938.92841963986,2500-3500,0,66634.3781500573,0,0
050706,PUYUSCA,PARINACOCHAS,AYACUCHO,643.1,7.51,4830,3626.023547026,>3500,0,18824.2901578459,0,0
050707,SAN FRANCISCO DE RAVACAYCO,PARINACOCHAS,AYACUCHO,103,6.7,690,3957.98468085106,>3500,0,4543.31766917293,0,0
050708,UPAHUACHO,PARINACOCHAS,AYACUCHO,575.6,10.28,5917,4060.51855231144,>3500,1,9390.64192139738,106.488992804785,18.7782847914671
050801,PAUSA,PAUCAR DEL SARA SARA,AYACUCHO,251.4,2.21,556,3164.0020847811,2500-3500,0,30388.0960854093,0,0
050802,COLTA,PAUCAR DEL SARA SARA,AYACUCHO,248.1,9.02,2238,3871.15871332626,>3500,0,3762.14254859611,0,0
050803,CORCULLA,PAUCAR DEL SARA SARA,AYACUCHO,100.9,3.05,308,3464.9274611399,2500-3500,0,3908.21929824561,0,0
050804,LAMPA,PAUCAR DEL SARA SARA,AYACUCHO,281,9.63,2706,3836.14454460678,>3500,0,17440.7877892664,0,0
050805,MARCABAMBA,PAUCAR DEL SARA SARA,AYACUCHO,120.4,3.82,460,3903.58575581395,>3500,0,5455.30817610063,0,0
050806,OYOLO,PAUCAR DEL SARA SARA,AYACUCHO,793.9,10,7939,4548.61645346273,>3500,1,15101.0440993789,66.2205866971232,13.9956053799107
050807,PARARCA,PAUCAR DEL SARA SARA,AYACUCHO,56.7,6.96,395,3608.23647604328,>3500,0,3363.78640776699,0,0
050808,SAN JAVIER DE ALPABAMBA,PAUCAR DEL SARA SARA,AYACUCHO,117.5,7.67,901,3912.12100965108,>3500,0,2349.77586206897,0,0
050809,SAN JOSE DE USHUA,PAUCAR DEL SARA SARA,AYACUCHO,28.4,3.98,113,3568.36809815951,>3500,0,2254.06611570248,0,0
050810,SARA SARA,PAUCAR DEL SARA SARA,AYACUCHO,85,3.29,280,3695.09836065574,>3500,0,4152.04752475248,0,0
050901,QUEROBAMBA,SUCRE,AYACUCHO,282,7.64,2154,3616.34111422347,>3500,0,23379.0462184874,0,0
050902,BELEN,SUCRE,AYACUCHO,36.3,7.49,272,2710.93946731235,2500-3500,0,2771.69230769231,0,0
050903,CHALCOS,SUCRE,AYACUCHO,54.9,5.72,314,3196.23557692308,2500-3500,0,4124.6735966736,0,0
050904,CHILCAYOC,SUCRE,AYACUCHO,29.8,8.64,257,3121.60830860534,2500-3500,0,4310.39436619718,0,0
050905,HUACAÑA,SUCRE,AYACUCHO,144,12.02,1731,4014.29390243902,>3500,0,3110.79178082192,0,0
050906,MORCOLLA,SUCRE,AYACUCHO,288.8,7.24,2091,3832.80321894929,>3500,2,11148.7064364207,179.393009530359,106.275572559647
050907,PAICO,SUCRE,AYACUCHO,79.3,10.52,834,3542.66666666667,>3500,2,4620.24264705882,432.877697727233,266.453503863576
050908,SAN PEDRO DE LARCAY,SUCRE,AYACUCHO,314.2,10.09,3170,3950.16410399776,>3500,0,7308.20386007238,0,0
050909,SAN SALVADOR DE QUIJE,SUCRE,AYACUCHO,141.8,11.42,1619,3705.09305210918,>3500,0,8367.06211812627,0,0
050910,SANTIAGO DE PAUCARAY,SUCRE,AYACUCHO,61.5,11.52,708,3721.06025824964,>3500,0,5054.97627118644,0,0
050911,SORAS,SUCRE,AYACUCHO,351.7,11.22,3946,4045.73560340511,>3500,1,9127.31213872832,109.561279903738,28.1579095567945
051001,HUANCAPI,VICTOR FAJARDO,AYACUCHO,239.2,9.8,2344,3961.61815509004,>3500,0,16795.8320332813,0,0
051002,ALCAMENCA,VICTOR FAJARDO,AYACUCHO,116,12.56,1457,3468.593323217,2500-3500,0,12407.7150610583,0,0
051003,APONGO,VICTOR FAJARDO,AYACUCHO,175.7,10.24,1799,4008.44183724413,>3500,0,4993.52657807309,0,0
051004,ASQUIPATA,VICTOR FAJARDO,AYACUCHO,71.3,6.37,454,3521.10947109471,>3500,0,4329.00826446281,0,0
051005,CANARIA,VICTOR FAJARDO,AYACUCHO,265.1,12.57,3332,3854.52730883813,>3500,0,36214.0061804697,0,0
051006,CAYARA,VICTOR FAJARDO,AYACUCHO,63.5,11.23,713,3328.78085991678,2500-3500,0,10197.2210708117,0,0
051007,COLCA,VICTOR FAJARDO,AYACUCHO,63.8,11.57,738,3020.87225274725,2500-3500,0,9135.24639076035,0,0
051008,HUAMANQUIQUIA,VICTOR FAJARDO,AYACUCHO,72.4,12.28,889,3688.50546780073,>3500,0,9926.15035587189,0,0
051009,HUANCARAYLLA,VICTOR FAJARDO,AYACUCHO,162.1,11.71,1898,4034.24932249323,>3500,0,11067.185502728,0,0
051010,HUALLA,VICTOR FAJARDO,AYACUCHO,156.6,12.83,2009,3726.53707865169,>3500,0,17657.2483091787,0,0
051011,SARHUA,VICTOR FAJARDO,AYACUCHO,378.7,12.79,4844,3990.39754288363,>3500,0,23529.3848177377,0,0
051012,VILCANCHOS,VICTOR FAJARDO,AYACUCHO,499.6,8.17,4082,4122.87072912998,>3500,2,21495.6869636289,93.0419206133786,54.4395448854048
051101,VILCAS HUAMAN,VILCAS HUAMAN,AYACUCHO,220.2,7.97,1755,3454.2934347478,2500-3500,1,58483.7352543899,17.0987710625911,63.3111744222855
051102,ACCOMARCA,VILCAS HUAMAN,AYACUCHO,86.4,7.69,664,3236.50665301945,2500-3500,0,7629.30326944758,0,0
051103,CARHUANCA,VILCAS HUAMAN,AYACUCHO,54.3,12.84,697,3134.2859450727,2500-3500,0,7285.68817204301,0,0
051104,CONCEPCION,VILCAS HUAMAN,AYACUCHO,211.7,9.65,2043,3306.08652246256,2500-3500,2,13949.1954933008,143.37744430928,108.772502311416
051105,HUAMBALPA,VILCAS HUAMAN,AYACUCHO,162.9,7.42,1209,3474.23068611561,2500-3500,1,11464.6825633383,87.2243949603799,91.9033177097693
051106,INDEPENDENCIA,VILCAS HUAMAN,AYACUCHO,88.1,5.08,448,3152.80298507463,2500-3500,0,9811.93094405594,0,0
051107,SAURAMA,VILCAS HUAMAN,AYACUCHO,89.2,12.51,1116,2994.18065153011,2500-3500,0,9349.83720930233,0,0
051108,VISCHONGO,VILCAS HUAMAN,AYACUCHO,264.7,7.98,2112,3663.89113840027,>3500,0,35163.4663303909,0,0
060101,CAJAMARCA,CAJAMARCA,CAJAMARCA,380.3,2.69,1023,3396.30151586926,2500-3500,0,2199588.80559425,0,0
060102,ASUNCION,CAJAMARCA,CAJAMARCA,214.6,0.26,56,2834.9987400252,2500-3500,0,68410.4447585105,0,0
060103,CHETILLA,CAJAMARCA,CAJAMARCA,73.8,2.58,190,3228.98039215686,2500-3500,0,34527.006443299,0,0
060104,COSPAN,CAJAMARCA,CAJAMARCA,554.2,0.48,266,2746.86635271192,2500-3500,0,64041.2680697868,0,0
060105,ENCAÑADA,CAJAMARCA,CAJAMARCA,635.1,2.21,1404,3607.98072835483,>3500,0,176741.009059577,0,0
060106,JESUS,CAJAMARCA,CAJAMARCA,295.9,1.51,447,3188.75828519307,2500-3500,2,149677.153794819,13.3620926727512,497.141436738752
060107,LLACANORA,CAJAMARCA,CAJAMARCA,50.9,1.98,101,2835.84724689165,2500-3500,0,59394.2341733251,0,0
060108,LOS BAÑOS DEL INCA,CAJAMARCA,CAJAMARCA,282.8,2.22,628,3217.89875439157,2500-3500,0,484458.669818633,0,0
060109,MAGDALENA,CAJAMARCA,CAJAMARCA,207.6,0.76,158,2523.79956521739,2500-3500,0,78739.0326516778,0,0
060110,MATARA,CAJAMARCA,CAJAMARCA,57.7,2.4,138,2758.77674418605,2500-3500,0,33881.0213438735,0,0
060111,NAMORA,CAJAMARCA,CAJAMARCA,158,3.07,485,3210.79418472064,2500-3500,0,92973.6881888228,0,0
060112,SAN JUAN,CAJAMARCA,CAJAMARCA,72.5,0.92,67,2920.25280199253,2500-3500,0,40518.0315789474,0,0
060201,CAJABAMBA,CAJABAMBA,CAJAMARCA,190.5,1.38,263,3152.10702498821,2500-3500,0,308070.677739878,0,0
060202,CACHACHI,CAJABAMBA,CAJAMARCA,819.4,1.51,1237,3089.5896619842,2500-3500,0,229542.055614428,0,0
060203,CONDEBAMBA,CAJABAMBA,CAJAMARCA,197.3,3.9,769,2538.68,2500-3500,0,137970.02423562,0,0
060204,SITACOCHA,CAJABAMBA,CAJAMARCA,582.2,3.91,2276,2551.72626043922,2500-3500,0,71316.1344942571,0,0
060301,CELENDIN,CELENDIN,CAJAMARCA,405.6,2.6,1055,2165.20685053381,1500-2500,0,263432.988143667,0,0
060302,CHUMUCH,CELENDIN,CAJAMARCA,205.3,1.19,244,2122.76106970627,1500-2500,0,23858.2474377745,0,0
060303,CORTEGANA,CELENDIN,CAJAMARCA,252.3,0.74,187,2285.11819484241,1500-2500,0,65119.2496624359,0,0
060304,HUASMIN,CELENDIN,CAJAMARCA,446.6,3.55,1585,3272.19512195122,2500-3500,0,95684.1425603036,0,0
060305,JORGE CHAVEZ,CELENDIN,CAJAMARCA,52.1,2.24,117,2191.0818815331,1500-2500,0,4072.07692307692,0,0
060306,JOSE GALVEZ,CELENDIN,CAJAMARCA,50.5,4.7,237,2929.00179533214,2500-3500,0,24492.0032585083,0,0
060307,MIGUEL IGLESIAS,CELENDIN,CAJAMARCA,263.3,1.34,353,2964.1365970558,2500-3500,0,34464.9318807914,0,0
060308,OXAMARCA,CELENDIN,CAJAMARCA,282.2,3.88,1095,2742.28740409207,2500-3500,0,51679.2085461355,0,0
060309,SOROCHUCO,CELENDIN,CAJAMARCA,167,3.87,646,3458.39330091842,2500-3500,0,65731.9285435377,0,0
060310,SUCRE,CELENDIN,CAJAMARCA,262.9,6.12,1609,3306.41372212693,2500-3500,2,48429.0728464761,41.2975075186791,138.112008839169
060311,UTCO,CELENDIN,CAJAMARCA,99.8,5.31,530,1978.19314079422,1500-2500,0,9600.20510483136,0,0
060312,LA LIBERTAD DE PALLAN,CELENDIN,CAJAMARCA,169.9,0.97,165,2970.98563829787,2500-3500,0,61010.266196372,0,0
060401,CHOTA,CHOTA,CAJAMARCA,267.6,3.51,939,2903.69391891892,2500-3500,0,463919.35890023,0,0
060402,ANGUIA,CHOTA,CAJAMARCA,152.1,2.1,319,2247.15964391691,1500-2500,0,28272.3240121581,0,0
060403,CHADIN,CHOTA,CAJAMARCA,65,2.21,144,2465.10387811634,1500-2500,0,32329.2136822022,0,0
060404,CHIGUIRIP,CHOTA,CAJAMARCA,48.3,2.38,115,2726.05204460967,2500-3500,0,31960.2119330454,0,0
060405,CHIMBAN,CHOTA,CAJAMARCA,145.1,1.77,257,1672.68241143567,1500-2500,1,19142.2167985928,52.2405534594882,432.338953739732
060406,CHOROPAMPA,CHOTA,CAJAMARCA,207.9,4.04,840,1912.9430682312,1500-2500,0,20198.6171644931,0,0
060407,COCHABAMBA,CHOTA,CAJAMARCA,118,6.85,808,2219.08875286917,1500-2500,0,51855.4409221902,0,0
060408,CONCHAN,CHOTA,CAJAMARCA,153.4,1.53,235,2802.72555948174,2500-3500,0,53073.1217841631,0,0
060409,HUAMBOS,CHOTA,CAJAMARCA,245.5,3.69,906,2201.59933652783,1500-2500,0,76526.3003464203,0,0
060410,LAJAS,CHOTA,CAJAMARCA,120.9,2.47,299,2722.82252050708,2500-3500,0,103343.35065491,0,0
060411,LLAMA,CHOTA,CAJAMARCA,492.9,1.13,557,1613.58902349486,1500-2500,0,65882.2149382053,0,0
060412,MIRACOSTA,CHOTA,CAJAMARCA,423.6,0.67,284,2297.08411614005,1500-2500,0,29381.1875187519,0,0
060413,PACCHA,CHOTA,CAJAMARCA,98.6,1.71,169,2846.9248395967,2500-3500,0,41162.205957994,0,0
060414,PION,CHOTA,CAJAMARCA,139.4,0.45,63,1337.54639844257,500-1500,0,10755.4615384615,0,0
060415,QUEROCOTO,CHOTA,CAJAMARCA,299.7,1.99,596,2551.50829562594,2500-3500,0,79040.0136522622,0,0
060416,SAN JUAN DE LICUPIS,CHOTA,CAJAMARCA,200.9,0,0,1736.65963179165,1500-2500,0,8694.0495951417,0,
060417,TACABAMBA,CHOTA,CAJAMARCA,194.8,1.59,310,2551.98193608152,2500-3500,0,148288.09768546,0,0
060418,TOCMOCHE,CHOTA,CAJAMARCA,217.8,0,0,1194.50789692436,500-1500,0,7838.0404494382,0,
060419,CHALAMARCA,CHOTA,CAJAMARCA,177.6,1.45,258,2894.65547073791,2500-3500,0,86312.2078201971,0,0
060501,CONTUMAZA,CONTUMAZA,CAJAMARCA,353,0.47,166,2598.74177925057,2500-3500,0,71715.1184810751,0,0
060502,CHILETE,CONTUMAZA,CAJAMARCA,131.8,0.43,57,1680.44474761255,1500-2500,0,24153.1900826446,0,0
060503,CUPISNIQUE,CONTUMAZA,CAJAMARCA,294.1,0.43,126,1911.84013501074,1500-2500,0,12374.0572438163,0,0
060504,GUZMANGO,CONTUMAZA,CAJAMARCA,50.6,0,0,2816.54723707665,2500-3500,0,25545.0003503854,0,
060505,SAN BENITO,CONTUMAZA,CAJAMARCA,488.4,0.2,98,1186.30478124423,500-1500,0,32467.054368932,0,0
060506,SANTA CRUZ DE TOLED,CONTUMAZA,CAJAMARCA,65.6,0.91,60,2620.94222833563,2500-3500,0,9299.02371916509,0,0
060507,TANTARICA,CONTUMAZA,CAJAMARCA,147.5,0,0,2122.68849449204,1500-2500,0,23815.0851305335,0,
060508,YONAN,CONTUMAZA,CAJAMARCA,547.3,0,0,890.062644246621,500-1500,0,61895.2047936463,0,
060601,CUTERVO,CUTERVO,CAJAMARCA,432.3,2.79,1206,2448.76855713094,1500-2500,0,461396.00940902,0,0
060602,CALLAYUC,CUTERVO,CAJAMARCA,309,2.06,637,1686.69091440257,1500-2500,0,86311.1819682278,0,0
060603,CHOROS,CUTERVO,CAJAMARCA,260.7,1.38,360,1045.87772774506,500-1500,0,29472.0680169287,0,0
060604,CUJILLO,CUTERVO,CAJAMARCA,100.6,0.83,83,1206.79855465221,500-1500,0,22956.1699421965,0,0
060605,LA RAMADA,CUTERVO,CAJAMARCA,64,1.84,118,1969.4661971831,1500-2500,0,35445.5022321429,0,0
060606,PIMPINGOS,CUTERVO,CAJAMARCA,169.7,2.23,378,1631.76367498672,1500-2500,0,45556.8629373318,0,0
060607,QUEROCOTILLO,CUTERVO,CAJAMARCA,689.7,2.29,1579,2107.21447299423,1500-2500,0,119164.843983585,0,0
060608,SAN ANDRES DE CUTERVO,CUTERVO,CAJAMARCA,124.9,2.32,290,2413.3335755814,1500-2500,0,37967.0006891799,0,0
060609,SAN JUAN DE CUTERVO,CUTERVO,CAJAMARCA,70.3,1.21,85,1634.21722365039,1500-2500,0,16555.1922257721,0,0
060610,SAN LUIS DE LUCMA,CUTERVO,CAJAMARCA,71.4,1.62,116,1957.10970996217,1500-2500,0,26518.1737854581,0,0
060611,SANTA CRUZ,CUTERVO,CAJAMARCA,130,2.23,290,1548.73673184358,1500-2500,0,23764.4260965721,0,0
060612,SANTO DOMINGO DE LA CAPILLA,CUTERVO,CAJAMARCA,105,3.32,349,2183.85233160622,1500-2500,0,44950.1140142518,0,0
060613,SANTO TOMAS,CUTERVO,CAJAMARCA,230.1,0.88,202,1623.97730829421,1500-2500,0,68145.159921671,0,0
060614,SOCOTA,CUTERVO,CAJAMARCA,155.3,0.43,67,2414.17121300058,1500-2500,0,81616.0562560621,0,0
060615,TORIBIO CASANOVA,CUTERVO,CAJAMARCA,129.7,0.82,106,1079.63515406162,500-1500,0,9764.51018600531,0,0
060701,BAMBAMARCA,HUALGAYOC,CAJAMARCA,454.5,2.49,1132,3098.24107850912,2500-3500,0,575552.627011079,0,0
060702,CHUGUR,HUALGAYOC,CAJAMARCA,106,1.91,202,3281.43197278912,2500-3500,0,26110.4315684316,0,0
060703,HUALGAYOC,HUALGAYOC,CAJAMARCA,229.5,3.45,792,3521.86365422397,>3500,0,145018.000061357,0,0
060801,JAEN,JAEN,CAJAMARCA,558,4.04,2254,1471.93696321504,500-1500,0,956635.176512299,0,0
060802,BELLAVISTA,JAEN,CAJAMARCA,869.5,2.77,2409,728.080566253773,500-1500,0,147385.625329492,0,0
060803,CHONTALI,JAEN,CAJAMARCA,464.3,2.3,1068,2402.00156188989,1500-2500,0,93772.1951995373,0,0
060804,COLASAY,JAEN,CAJAMARCA,604.5,3.88,2345,1696.24973814155,1500-2500,0,94193.1737945296,0,0
060805,HUABAL,JAEN,CAJAMARCA,85.1,2.4,204,1638.85608465608,1500-2500,0,80514.7581861145,0,0
060806,LAS PIRIAS,JAEN,CAJAMARCA,65.5,2.64,173,1359.83287292818,500-1500,0,41770.2650941355,0,0
060807,POMAHUACA,JAEN,CAJAMARCA,816.1,2.23,1820,2035.34992792993,1500-2500,0,83230.3908370427,0,0
060808,PUCARA,JAEN,CAJAMARCA,222,1.86,413,1615.37484737485,1500-2500,0,61942.0036374218,0,0
060809,SALLIQUE,JAEN,CAJAMARCA,367.7,1.7,625,2417.31676101403,1500-2500,0,67569.0047770701,0,0
060810,SAN FELIPE,JAEN,CAJAMARCA,257.4,1.22,314,2131.5079086116,1500-2500,0,41777.7238511125,0,0
060811,SAN JOSE DEL ALTO,JAEN,CAJAMARCA,506.2,4,2025,1776.27368609224,1500-2500,0,72388.5760773967,0,0
060812,SANTA ROSA,JAEN,CAJAMARCA,311.9,1.85,577,1071.09391304348,500-1500,0,91556.1736521242,0,0
060901,SAN IGNACIO,SAN IGNACIO,CAJAMARCA,357.6,2.04,730,1292.70266159696,500-1500,0,364644.659064446,0,0
060902,CHIRINOS,SAN IGNACIO,CAJAMARCA,357.1,1.15,411,1192.53844208397,500-1500,0,144295.743675902,0,0
060903,HUARANGO,SAN IGNACIO,CAJAMARCA,910.7,3.82,3479,1426.56059250423,500-1500,0,164423.621549611,0,0
060904,LA COIPA,SAN IGNACIO,CAJAMARCA,406.2,3.61,1466,1474.17691622103,500-1500,0,191080.067516166,0,0
060905,NAMBALLE,SAN IGNACIO,CAJAMARCA,635.7,2.92,1856,1992.7950948239,1500-2500,0,88397.0009027081,0,0
060906,SAN JOSE DE LOURDES,SAN IGNACIO,CAJAMARCA,1364.8,4.13,5637,1621.68281675184,1500-2500,0,178584.769954953,0,0
060907,TABACONAS,SAN IGNACIO,CAJAMARCA,776.2,4,3105,2248.0178425656,1500-2500,0,179676.628640777,0,0
061001,PEDRO GALVEZ,SAN MARCOS,CAJAMARCA,243.1,2.1,511,2811.24183976261,2500-3500,0,197155.884572439,0,0
061002,CHANCAY,SAN MARCOS,CAJAMARCA,68.4,3.54,242,2688.99078947368,2500-3500,0,27474.0391839378,0,0
061003,EDUARDO VILLANUEVA,SAN MARCOS,CAJAMARCA,62.5,3.9,244,2213.10518731989,1500-2500,0,28019.7425210084,0,0
061004,GREGORIO PITA,SAN MARCOS,CAJAMARCA,221.4,2.3,509,3396.01702472639,2500-3500,0,45321.8168054504,0,0
061005,ICHOCAN,SAN MARCOS,CAJAMARCA,68,4.93,335,2541.39762219287,2500-3500,0,17627.0322093609,0,0
061006,JOSE MANUEL QUIROZ,SAN MARCOS,CAJAMARCA,108,3.43,370,2743.41318864775,2500-3500,0,32308.2967302452,0,0
061007,JOSE SABOGAL,SAN MARCOS,CAJAMARCA,584,3.01,1758,2665.08192177395,2500-3500,0,118434.109935287,0,0
061101,SAN MIGUEL,SAN MIGUEL,CAJAMARCA,356.2,0.41,146,2246.69393939394,1500-2500,0,124746.610503282,0,0
061102,BOLIVAR,SAN MIGUEL,CAJAMARCA,84.8,2.53,215,1518.71746031746,1500-2500,0,11459.3959580838,0,0
061103,CALQUIS,SAN MIGUEL,CAJAMARCA,340.4,2.2,749,3188.63312981152,2500-3500,0,38391.0020954598,0,0
