UBIGEO,nombre,anio,poblacion
010101,CHACHAPOYAS,2017,35376.4564034856
010101,CHACHAPOYAS,2018,36602
010101,CHACHAPOYAS,2019,37870
010101,CHACHAPOYAS,2020,39051
010101,CHACHAPOYAS,2021,39691
010101,CHACHAPOYAS,2022,40274
010101,CHACHAPOYAS,2023,40817
010101,CHACHAPOYAS,2024,41335
010101,CHACHAPOYAS,2025,41843
010101,CHACHAPOYAS,2026,42342
010102,ASUNCION,2017,285.014234875445
010102,ASUNCION,2018,283
010102,ASUNCION,2019,281
010102,ASUNCION,2020,278
010102,ASUNCION,2021,277
010102,ASUNCION,2022,276
010102,ASUNCION,2023,273
010102,ASUNCION,2024,271
010102,ASUNCION,2025,269
010102,ASUNCION,2026,267
010103,BALSAS,2017,1242.33277870216
010103,BALSAS,2018,1222
010103,BALSAS,2019,1202
010103,BALSAS,2020,1180
010103,BALSAS,2021,1169
010103,BALSAS,2022,1158
010103,BALSAS,2023,1147
010103,BALSAS,2024,1137
010103,BALSAS,2025,1125
010103,BALSAS,2026,1113
010104,CHETO,2017,678.116379310345
010104,CHETO,2018,687
010104,CHETO,2019,696
010104,CHETO,2020,702
010104,CHETO,2021,705
010104,CHETO,2022,707
010104,CHETO,2023,710
010104,CHETO,2024,713
010104,CHETO,2025,716
010104,CHETO,2026,719
010105,CHILIQUIN,2017,634.372516556291
010105,CHILIQUIN,2018,619
010105,CHILIQUIN,2019,604
010105,CHILIQUIN,2020,589
010105,CHILIQUIN,2021,581
010105,CHILIQUIN,2022,575
010105,CHILIQUIN,2023,568
010105,CHILIQUIN,2024,561
010105,CHILIQUIN,2025,554
010105,CHILIQUIN,2026,547
010106,CHUQUIBAMBA,2017,1985.11508951407
010106,CHUQUIBAMBA,2018,1970
010106,CHUQUIBAMBA,2019,1955
010106,CHUQUIBAMBA,2020,1933
010106,CHUQUIBAMBA,2021,1922
010106,CHUQUIBAMBA,2022,1910
010106,CHUQUIBAMBA,2023,1898
010106,CHUQUIBAMBA,2024,1884
010106,CHUQUIBAMBA,2025,1872
010106,CHUQUIBAMBA,2026,1860
010107,GRANADA,2017,514.152255639098
010107,GRANADA,2018,523
010107,GRANADA,2019,532
010107,GRANADA,2020,539
010107,GRANADA,2021,541
010107,GRANADA,2022,543
010107,GRANADA,2023,546
010107,GRANADA,2024,549
010107,GRANADA,2025,551
010107,GRANADA,2026,553
010108,HUANCAS,2017,1275.66738351255
010108,HUANCAS,2018,1334
010108,HUANCAS,2019,1395
010108,HUANCAS,2020,1456
010108,HUANCAS,2021,1481
010108,HUANCAS,2022,1500
010108,HUANCAS,2023,1515
010108,HUANCAS,2024,1526
010108,HUANCAS,2025,1538
010108,HUANCAS,2026,1550
010109,LA JALCA,2017,4296.80612745098
010109,LA JALCA,2018,4187
010109,LA JALCA,2019,4080
010109,LA JALCA,2020,3966
010109,LA JALCA,2021,3834
010109,LA JALCA,2022,3697
010109,LA JALCA,2023,3558
010109,LA JALCA,2024,3418
010109,LA JALCA,2025,3279
010109,LA JALCA,2026,3140
010110,LEIMEBAMBA,2017,3879.07516254876
010110,LEIMEBAMBA,2018,3862
010110,LEIMEBAMBA,2019,3845
010110,LEIMEBAMBA,2020,3815
010110,LEIMEBAMBA,2021,3799
010110,LEIMEBAMBA,2022,3781
010110,LEIMEBAMBA,2023,3759
010110,LEIMEBAMBA,2024,3738
010110,LEIMEBAMBA,2025,3716
010110,LEIMEBAMBA,2026,3693
010111,LEVANTO,2017,843.206854345165
010111,LEVANTO,2018,830
010111,LEVANTO,2019,817
010111,LEVANTO,2020,803
010111,LEVANTO,2021,796
010111,LEVANTO,2022,789
010111,LEVANTO,2023,781
010111,LEVANTO,2024,774
010111,LEVANTO,2025,768
010111,LEVANTO,2026,762
010112,MAGDALENA,2017,913
010112,MAGDALENA,2018,913
010112,MAGDALENA,2019,913
010112,MAGDALENA,2020,911
010112,MAGDALENA,2021,910
010112,MAGDALENA,2022,906
010112,MAGDALENA,2023,903
010112,MAGDALENA,2024,900
010112,MAGDALENA,2025,895
010112,MAGDALENA,2026,890
010113,MARISCAL CASTILLA,2017,1441.72262773723
010113,MARISCAL CASTILLA,2018,1474
010113,MARISCAL CASTILLA,2019,1507
010113,MARISCAL CASTILLA,2020,1534
010113,MARISCAL CASTILLA,2021,1561
010113,MARISCAL CASTILLA,2022,1586
010113,MARISCAL CASTILLA,2023,1609
010113,MARISCAL CASTILLA,2024,1631
010113,MARISCAL CASTILLA,2025,1653
010113,MARISCAL CASTILLA,2026,1675
010114,MOLINOPAMPA,2017,2344.25087108014
010114,MOLINOPAMPA,2018,2320
010114,MOLINOPAMPA,2019,2296
010114,MOLINOPAMPA,2020,2266
010114,MOLINOPAMPA,2021,2251
010114,MOLINOPAMPA,2022,2235
010114,MOLINOPAMPA,2023,2218
010114,MOLINOPAMPA,2024,2201
010114,MOLINOPAMPA,2025,2185
010114,MOLINOPAMPA,2026,2169
010115,MONTEVIDEO,2017,535.508946322068
010115,MONTEVIDEO,2018,519
010115,MONTEVIDEO,2019,503
010115,MONTEVIDEO,2020,487
010115,MONTEVIDEO,2021,479
010115,MONTEVIDEO,2022,472
010115,MONTEVIDEO,2023,465
010115,MONTEVIDEO,2024,459
010115,MONTEVIDEO,2025,452
010115,MONTEVIDEO,2026,445
010116,OLLEROS,2017,415.114219114219
010116,OLLEROS,2018,422
010116,OLLEROS,2019,429
010116,OLLEROS,2020,435
010116,OLLEROS,2021,438
010116,OLLEROS,2022,441
010116,OLLEROS,2023,444
010116,OLLEROS,2024,446
010116,OLLEROS,2025,448
010116,OLLEROS,2026,450
010117,QUINJALCA,2017,831.17843866171
010117,QUINJALCA,2018,819
010117,QUINJALCA,2019,807
010117,QUINJALCA,2020,792
010117,QUINJALCA,2021,785
010117,QUINJALCA,2022,778
010117,QUINJALCA,2023,770
010117,QUINJALCA,2024,763
010117,QUINJALCA,2025,757
010117,QUINJALCA,2026,751
010118,SAN FRANCISCO DE DAGUAS,2017,319.012383900929
010118,SAN FRANCISCO DE DAGUAS,2018,321
010118,SAN FRANCISCO DE DAGUAS,2019,323
010118,SAN FRANCISCO DE DAGUAS,2020,323
010118,SAN FRANCISCO DE DAGUAS,2021,325
010118,SAN FRANCISCO DE DAGUAS,2022,326
010118,SAN FRANCISCO DE DAGUAS,2023,329
010118,SAN FRANCISCO DE DAGUAS,2024,332
010118,SAN FRANCISCO DE DAGUAS,2025,335
010118,SAN FRANCISCO DE DAGUAS,2026,338
010119,SAN ISIDRO DE MAINO,2017,617.135225375626
010119,SAN ISIDRO DE MAINO,2018,608
010119,SAN ISIDRO DE MAINO,2019,599
010119,SAN ISIDRO DE MAINO,2020,590
010119,SAN ISIDRO DE MAINO,2021,585
010119,SAN ISIDRO DE MAINO,2022,581
010119,SAN ISIDRO DE MAINO,2023,576
010119,SAN ISIDRO DE MAINO,2024,570
010119,SAN ISIDRO DE MAINO,2025,565
010119,SAN ISIDRO DE MAINO,2026,560
010120,SOLOCO,2017,1307.15324472244
010120,SOLOCO,2018,1293
010120,SOLOCO,2019,1279
010120,SOLOCO,2020,1261
010120,SOLOCO,2021,1252
010120,SOLOCO,2022,1243
010120,SOLOCO,2023,1234
010120,SOLOCO,2024,1224
010120,SOLOCO,2025,1214
010120,SOLOCO,2026,1204
010121,SONCHE,2017,266.058394160584
010121,SONCHE,2018,270
010121,SONCHE,2019,274
010121,SONCHE,2020,277
010121,SONCHE,2021,279
010121,SONCHE,2022,280
010121,SONCHE,2023,283
010121,SONCHE,2024,286
010121,SONCHE,2025,289
010121,SONCHE,2026,292
010201,BAGUA,2017,28658.6735274205
010201,BAGUA,2018,29096
010201,BAGUA,2019,29540
010201,BAGUA,2020,29905
010201,BAGUA,2021,30240
010201,BAGUA,2022,30479
010201,BAGUA,2023,30652
010201,BAGUA,2024,30790
010201,BAGUA,2025,30921
010201,BAGUA,2026,31045
010202,ARAMANGO,2017,10545.4450485437
010202,ARAMANGO,2018,10422
010202,ARAMANGO,2019,10300
010202,ARAMANGO,2020,10149
010202,ARAMANGO,2021,10049
010202,ARAMANGO,2022,9919
010202,ARAMANGO,2023,9770
010202,ARAMANGO,2024,9613
010202,ARAMANGO,2025,9458
010202,ARAMANGO,2026,9304
010203,COPALLIN,2017,5021.81094631293
010203,COPALLIN,2018,4903
010203,COPALLIN,2019,4787
010203,COPALLIN,2020,4660
010203,COPALLIN,2021,4563
010203,COPALLIN,2022,4452
010203,COPALLIN,2023,4334
010203,COPALLIN,2024,4213
010203,COPALLIN,2025,4093
010203,COPALLIN,2026,3975
010204,EL PARCO,2017,1296.00309597523
010204,EL PARCO,2018,1294
010204,EL PARCO,2019,1292
010204,EL PARCO,2020,1287
010204,EL PARCO,2021,1281
010204,EL PARCO,2022,1273
010204,EL PARCO,2023,1262
010204,EL PARCO,2024,1251
010204,EL PARCO,2025,1240
010204,EL PARCO,2026,1227
010205,IMAZA,2017,29510.3407028754
010205,IMAZA,2018,30392
010205,IMAZA,2019,31300
010205,IMAZA,2020,32136
010205,IMAZA,2021,32789
010205,IMAZA,2022,33338
010205,IMAZA,2023,33812
010205,IMAZA,2024,34240
010205,IMAZA,2025,34658
010205,IMAZA,2026,35062
010206,LA PECA,2017,6787.91750867139
010206,LA PECA,2018,6709
010206,LA PECA,2019,6631
010206,LA PECA,2020,6535
010206,LA PECA,2021,6453
010206,LA PECA,2022,6374
010206,LA PECA,2023,6299
010206,LA PECA,2024,6226
010206,LA PECA,2025,6155
010206,LA PECA,2026,6086
010301,JUMBILLA,2017,1392.26661742984
010301,JUMBILLA,2018,1373
010301,JUMBILLA,2019,1354
010301,JUMBILLA,2020,1332
010301,JUMBILLA,2021,1309
010301,JUMBILLA,2022,1283
010301,JUMBILLA,2023,1258
010301,JUMBILLA,2024,1232
010301,JUMBILLA,2025,1207
010301,JUMBILLA,2026,1182
010302,CHISQUILLA,2017,325.01246105919
010302,CHISQUILLA,2018,323
010302,CHISQUILLA,2019,321
010302,CHISQUILLA,2020,319
010302,CHISQUILLA,2021,317
010302,CHISQUILLA,2022,313
010302,CHISQUILLA,2023,310
010302,CHISQUILLA,2024,308
010302,CHISQUILLA,2025,304
010302,CHISQUILLA,2026,300
010303,CHURUJA,2017,297.013289036545
010303,CHURUJA,2018,299
010303,CHURUJA,2019,301
010303,CHURUJA,2020,301
010303,CHURUJA,2021,300
010303,CHURUJA,2022,298
010303,CHURUJA,2023,295
010303,CHURUJA,2024,292
010303,CHURUJA,2025,289
010303,CHURUJA,2026,286
010304,COROSHA,2017,801.098901098901
010304,COROSHA,2018,810
010304,COROSHA,2019,819
010304,COROSHA,2020,825
010304,COROSHA,2021,831
010304,COROSHA,2022,835
010304,COROSHA,2023,842
010304,COROSHA,2024,849
010304,COROSHA,2025,856
010304,COROSHA,2026,863
010305,CUISPES,2017,710.092219020173
010305,CUISPES,2018,702
010305,CUISPES,2019,694
010305,CUISPES,2020,684
010305,CUISPES,2021,673
010305,CUISPES,2022,662
010305,CUISPES,2023,650
010305,CUISPES,2024,638
010305,CUISPES,2025,626
010305,CUISPES,2026,614
010306,FLORIDA,2017,6391.01263847714
010306,FLORIDA,2018,6400
010306,FLORIDA,2019,6409
010306,FLORIDA,2020,6397
010306,FLORIDA,2021,6380
010306,FLORIDA,2022,6353
010306,FLORIDA,2023,6321
010306,FLORIDA,2024,6283
010306,FLORIDA,2025,6245
010306,FLORIDA,2026,6206
010307,JAZAN,2017,8076.21028271204
010307,JAZAN,2018,8035
010307,JAZAN,2019,7994
010307,JAZAN,2020,7931
010307,JAZAN,2021,7855
010307,JAZAN,2022,7774
010307,JAZAN,2023,7683
010307,JAZAN,2024,7588
010307,JAZAN,2025,7494
010307,JAZAN,2026,7399
010308,RECTA,2017,221.004566210046
010308,RECTA,2018,220
010308,RECTA,2019,219
010308,RECTA,2020,218
010308,RECTA,2021,215
010308,RECTA,2022,216
010308,RECTA,2023,213
010308,RECTA,2024,208
010308,RECTA,2025,205
010308,RECTA,2026,202
010309,SAN CARLOS,2017,503.478504672897
010309,SAN CARLOS,2018,519
010309,SAN CARLOS,2019,535
010309,SAN CARLOS,2020,551
010309,SAN CARLOS,2021,565
010309,SAN CARLOS,2022,579
010309,SAN CARLOS,2023,592
010309,SAN CARLOS,2024,606
010309,SAN CARLOS,2025,619
010309,SAN CARLOS,2026,632
010310,SHIPASBAMBA,2017,1604.40821256039
010310,SHIPASBAMBA,2018,1630
010310,SHIPASBAMBA,2019,1656
010310,SHIPASBAMBA,2020,1678
010310,SHIPASBAMBA,2021,1698
010310,SHIPASBAMBA,2022,1716
010310,SHIPASBAMBA,2023,1730
010310,SHIPASBAMBA,2024,1748
010310,SHIPASBAMBA,2025,1761
010310,SHIPASBAMBA,2026,1774
010311,VALERA,2017,929.036866359447
010311,VALERA,2018,898
010311,VALERA,2019,868
010311,VALERA,2020,837
010311,VALERA,2021,806
010311,VALERA,2022,775
010311,VALERA,2023,745
010311,VALERA,2024,715
010311,VALERA,2025,687
010311,VALERA,2026,659
010312,YAMBRASBAMBA,2017,5864.1656325405
010312,YAMBRASBAMBA,2018,5833
010312,YAMBRASBAMBA,2019,5802
010312,YAMBRASBAMBA,2020,5757
010312,YAMBRASBAMBA,2021,5706
010312,YAMBRASBAMBA,2022,5645
010312,YAMBRASBAMBA,2023,5581
010312,YAMBRASBAMBA,2024,5513
010312,YAMBRASBAMBA,2025,5445
010312,YAMBRASBAMBA,2026,5376
010401,NIEVA,2017,21392.2149399649
010401,NIEVA,2018,21231
010401,NIEVA,2019,21071
010401,NIEVA,2020,20847
010401,NIEVA,2021,20569
010401,NIEVA,2022,20264
010401,NIEVA,2023,19939
010401,NIEVA,2024,19600
010401,NIEVA,2025,19256
010401,NIEVA,2026,18904
010402,EL CENEPA,2017,11523.0302955867
010402,EL CENEPA,2018,11863
010402,EL CENEPA,2019,12213
010402,EL CENEPA,2020,12537
010402,EL CENEPA,2021,12854
010402,EL CENEPA,2022,13122
010402,EL CENEPA,2023,13358
010402,EL CENEPA,2024,13578
010402,EL CENEPA,2025,13797
010402,EL CENEPA,2026,14016
010403,RIO SANTIAGO,2017,16640.9049763438
010403,RIO SANTIAGO,2018,17086
010403,RIO SANTIAGO,2019,17543
010403,RIO SANTIAGO,2020,17960
010403,RIO SANTIAGO,2021,18364
010403,RIO SANTIAGO,2022,18696
010403,RIO SANTIAGO,2023,18978
010403,RIO SANTIAGO,2024,19233
010403,RIO SANTIAGO,2025,19486
010403,RIO SANTIAGO,2026,19735
010501,LAMUD,2017,2377.0016799664
010501,LAMUD,2018,2379
010501,LAMUD,2019,2381
010501,LAMUD,2020,2375
010501,LAMUD,2021,2363
010501,LAMUD,2022,2345
010501,LAMUD,2023,2326
010501,LAMUD,2024,2305
010501,LAMUD,2025,2283
010501,LAMUD,2026,2261
010502,CAMPORREDONDO,2017,7205.60078146052
010502,CAMPORREDONDO,2018,7313
010502,CAMPORREDONDO,2019,7422
010502,CAMPORREDONDO,2020,7515
010502,CAMPORREDONDO,2021,7584
010502,CAMPORREDONDO,2022,7644
010502,CAMPORREDONDO,2023,7688
010502,CAMPORREDONDO,2024,7729
010502,CAMPORREDONDO,2025,7767
010502,CAMPORREDONDO,2026,7802
010503,COCABAMBA,2017,2106.17456479691
010503,COCABAMBA,2018,2087
010503,COCABAMBA,2019,2068
010503,COCABAMBA,2020,2045
010503,COCABAMBA,2021,2015
010503,COCABAMBA,2022,1983
010503,COCABAMBA,2023,1948
010503,COCABAMBA,2024,1913
010503,COCABAMBA,2025,1878
010503,COCABAMBA,2026,1842
010504,COLCAMAR,2017,2047.65620253165
010504,COLCAMAR,2018,2011
010504,COLCAMAR,2019,1975
010504,COLCAMAR,2020,1933
010504,COLCAMAR,2021,1887
010504,COLCAMAR,2022,1838
010504,COLCAMAR,2023,1789
010504,COLCAMAR,2024,1739
010504,COLCAMAR,2025,1689
010504,COLCAMAR,2026,1642
010505,CONILA,2017,1961.06240330067
010505,CONILA,2018,1950
010505,CONILA,2019,1939
010505,CONILA,2020,1923
010505,CONILA,2021,1899
010505,CONILA,2022,1875
010505,CONILA,2023,1847
010505,CONILA,2024,1819
010505,CONILA,2025,1791
010505,CONILA,2026,1762
010506,INGUILPATA,2017,532.448207171315
010506,INGUILPATA,2018,517
010506,INGUILPATA,2019,502
010506,INGUILPATA,2020,486
010506,INGUILPATA,2021,469
010506,INGUILPATA,2022,451
010506,INGUILPATA,2023,434
010506,INGUILPATA,2024,417
010506,INGUILPATA,2025,402
010506,INGUILPATA,2026,386
010507,LONGUITA,2017,904.040358744395
010507,LONGUITA,2018,898
010507,LONGUITA,2019,892
010507,LONGUITA,2020,883
010507,LONGUITA,2021,873
010507,LONGUITA,2022,860
010507,LONGUITA,2023,847
010507,LONGUITA,2024,833
010507,LONGUITA,2025,818
010507,LONGUITA,2026,804
010508,LONYA CHICO,2017,906.256849315069
010508,LONYA CHICO,2018,891
010508,LONYA CHICO,2019,876
010508,LONYA CHICO,2020,858
010508,LONYA CHICO,2021,838
010508,LONYA CHICO,2022,817
010508,LONYA CHICO,2023,796
010508,LONYA CHICO,2024,775
010508,LONYA CHICO,2025,753
010508,LONYA CHICO,2026,733
010509,LUYA,2017,4155.01546267214
010509,LUYA,2018,4147
010509,LUYA,2019,4139
010509,LUYA,2020,4118
010509,LUYA,2021,4086
010509,LUYA,2022,4047
010509,LUYA,2023,4004
010509,LUYA,2024,3957
010509,LUYA,2025,3911
010509,LUYA,2026,3862
010510,LUYA VIEJO,2017,409.002457002457
010510,LUYA VIEJO,2018,408
010510,LUYA VIEJO,2019,407
010510,LUYA VIEJO,2020,405
010510,LUYA VIEJO,2021,401
010510,LUYA VIEJO,2022,398
010510,LUYA VIEJO,2023,394
010510,LUYA VIEJO,2024,388
010510,LUYA VIEJO,2025,383
010510,LUYA VIEJO,2026,377
010511,MARIA,2017,799.062420382166
010511,MARIA,2018,792
010511,MARIA,2019,785
010511,MARIA,2020,776
010511,MARIA,2021,764
010511,MARIA,2022,752
010511,MARIA,2023,738
010511,MARIA,2024,724
010511,MARIA,2025,711
010511,MARIA,2026,697
010512,OCALLI,2017,3899.1015486164
010512,OCALLI,2018,3919
010512,OCALLI,2019,3939
010512,OCALLI,2020,3950
010512,OCALLI,2021,3953
010512,OCALLI,2022,3957
010512,OCALLI,2023,3962
010512,OCALLI,2024,3966
010512,OCALLI,2025,3971
010512,OCALLI,2026,3975
010513,OCUMAL,2017,3754.02678093198
010513,OCUMAL,2018,3744
010513,OCUMAL,2019,3734
010513,OCUMAL,2020,3712
010513,OCUMAL,2021,3679
010513,OCUMAL,2022,3641
010513,OCUMAL,2023,3599
010513,OCUMAL,2024,3554
010513,OCUMAL,2025,3508
010513,OCUMAL,2026,3462
010514,PISUQUIA,2017,5195.23902439024
010514,PISUQUIA,2018,5160
010514,PISUQUIA,2019,5125
010514,PISUQUIA,2020,5075
010514,PISUQUIA,2021,5012
010514,PISUQUIA,2022,4940
010514,PISUQUIA,2023,4862
010514,PISUQUIA,2024,4784
010514,PISUQUIA,2025,4707
010514,PISUQUIA,2026,4624
010515,PROVIDENCIA,2017,1413.03502501787
010515,PROVIDENCIA,2018,1406
010515,PROVIDENCIA,2019,1399
010515,PROVIDENCIA,2020,1389
010515,PROVIDENCIA,2021,1374
010515,PROVIDENCIA,2022,1356
010515,PROVIDENCIA,2023,1339
010515,PROVIDENCIA,2024,1320
010515,PROVIDENCIA,2025,1300
010515,PROVIDENCIA,2026,1280
010516,SAN CRISTOBAL,2017,589.300177619893
010516,SAN CRISTOBAL,2018,576
010516,SAN CRISTOBAL,2019,563
010516,SAN CRISTOBAL,2020,550
010516,SAN CRISTOBAL,2021,535
010516,SAN CRISTOBAL,2022,520
010516,SAN CRISTOBAL,2023,505
010516,SAN CRISTOBAL,2024,490
010516,SAN CRISTOBAL,2025,474
010516,SAN CRISTOBAL,2026,460
010517,SAN FRANCISCO DEL YESO,2017,751.048714479026
010517,SAN FRANCISCO DEL YESO,2018,745
010517,SAN FRANCISCO DEL YESO,2019,739
010517,SAN FRANCISCO DEL YESO,2020,732
010517,SAN FRANCISCO DEL YESO,2021,722
010517,SAN FRANCISCO DEL YESO,2022,711
010517,SAN FRANCISCO DEL YESO,2023,699
010517,SAN FRANCISCO DEL YESO,2024,688
010517,SAN FRANCISCO DEL YESO,2025,675
010517,SAN FRANCISCO DEL YESO,2026,663
010518,SAN JERONIMO,2017,691.82015503876
010518,SAN JERONIMO,2018,668
010518,SAN JERONIMO,2019,645
010518,SAN JERONIMO,2020,621
010518,SAN JERONIMO,2021,597
010518,SAN JERONIMO,2022,571
010518,SAN JERONIMO,2023,547
010518,SAN JERONIMO,2024,524
010518,SAN JERONIMO,2025,500
010518,SAN JERONIMO,2026,478
010519,SAN JUAN DE LOPECANCHA,2017,461.143820224719
010519,SAN JUAN DE LOPECANCHA,2018,453
010519,SAN JUAN DE LOPECANCHA,2019,445
010519,SAN JUAN DE LOPECANCHA,2020,434
010519,SAN JUAN DE LOPECANCHA,2021,423
010519,SAN JUAN DE LOPECANCHA,2022,411
010519,SAN JUAN DE LOPECANCHA,2023,399
010519,SAN JUAN DE LOPECANCHA,2024,388
010519,SAN JUAN DE LOPECANCHA,2025,377
010519,SAN JUAN DE LOPECANCHA,2026,366
010520,SANTA CATALINA,2017,2042.61305581835
010520,SANTA CATALINA,2018,2078
010520,SANTA CATALINA,2019,2114
010520,SANTA CATALINA,2020,2145
010520,SANTA CATALINA,2021,2168
010520,SANTA CATALINA,2022,2189
010520,SANTA CATALINA,2023,2206
010520,SANTA CATALINA,2024,2222
010520,SANTA CATALINA,2025,2238
010520,SANTA CATALINA,2026,2253
010521,SANTO TOMAS,2017,3225.7678285897
010521,SANTO TOMAS,2018,3176
010521,SANTO TOMAS,2019,3127
010521,SANTO TOMAS,2020,3070
010521,SANTO TOMAS,2021,3004
010521,SANTO TOMAS,2022,2935
010521,SANTO TOMAS,2023,2865
010521,SANTO TOMAS,2024,2793
010521,SANTO TOMAS,2025,2722
010521,SANTO TOMAS,2026,2653
010522,TINGO,2017,1343.10534016094
010522,TINGO,2018,1355
010522,TINGO,2019,1367
010522,TINGO,2020,1375
010522,TINGO,2021,1378
010522,TINGO,2022,1381
010522,TINGO,2023,1385
010522,TINGO,2024,1388
010522,TINGO,2025,1392
010522,TINGO,2026,1395
010523,TRITA,2017,1425.09937888199
010523,TRITA,2018,1437
010523,TRITA,2019,1449
010523,TRITA,2020,1457
010523,TRITA,2021,1458
010523,TRITA,2022,1459
010523,TRITA,2023,1461
010523,TRITA,2024,1463
010523,TRITA,2025,1464
010523,TRITA,2026,1465
010601,SAN NICOLAS,2017,6159.28801375215
010601,SAN NICOLAS,2018,6278
010601,SAN NICOLAS,2019,6399
010601,SAN NICOLAS,2020,6499
010601,SAN NICOLAS,2021,6551
010601,SAN NICOLAS,2022,6594
010601,SAN NICOLAS,2023,6629
010601,SAN NICOLAS,2024,6660
010601,SAN NICOLAS,2025,6690
010601,SAN NICOLAS,2026,6719
010602,CHIRIMOTO,2017,2629.64237227581
010602,CHIRIMOTO,2018,2713
010602,CHIRIMOTO,2019,2799
010602,CHIRIMOTO,2020,2877
010602,CHIRIMOTO,2021,2914
010602,CHIRIMOTO,2022,2946
010602,CHIRIMOTO,2023,2971
010602,CHIRIMOTO,2024,2996
010602,CHIRIMOTO,2025,3017
010602,CHIRIMOTO,2026,3037
010603,COCHAMAL,2017,623.039494470774
010603,COCHAMAL,2018,628
010603,COCHAMAL,2019,633
010603,COCHAMAL,2020,636
010603,COCHAMAL,2021,638
010603,COCHAMAL,2022,639
010603,COCHAMAL,2023,642
010603,COCHAMAL,2024,645
010603,COCHAMAL,2025,648
010603,COCHAMAL,2026,651
010604,HUAMBO,2017,2822.91844232182
010604,HUAMBO,2018,2772
010604,HUAMBO,2019,2722
010604,HUAMBO,2020,2664
010604,HUAMBO,2021,2590
010604,HUAMBO,2022,2515
010604,HUAMBO,2023,2439
010604,HUAMBO,2024,2363
010604,HUAMBO,2025,2287
010604,HUAMBO,2026,2211
010605,LIMABAMBA,2017,2517.27423935091
010605,LIMABAMBA,2018,2491
010605,LIMABAMBA,2019,2465
010605,LIMABAMBA,2020,2431
010605,LIMABAMBA,2021,2385
010605,LIMABAMBA,2022,2338
010605,LIMABAMBA,2023,2290
010605,LIMABAMBA,2024,2242
010605,LIMABAMBA,2025,2194
010605,LIMABAMBA,2026,2146
010606,LONGAR,2017,1717.09994086339
010606,LONGAR,2018,1704
010606,LONGAR,2019,1691
010606,LONGAR,2020,1673
010606,LONGAR,2021,1647
010606,LONGAR,2022,1621
010606,LONGAR,2023,1594
010606,LONGAR,2024,1567
010606,LONGAR,2025,1540
010606,LONGAR,2026,1513
010607,MARISCAL BENAVIDES,2017,1570.00255427842
010607,MARISCAL BENAVIDES,2018,1568
010607,MARISCAL BENAVIDES,2019,1566
010607,MARISCAL BENAVIDES,2020,1559
010607,MARISCAL BENAVIDES,2021,1539
010607,MARISCAL BENAVIDES,2022,1519
010607,MARISCAL BENAVIDES,2023,1498
010607,MARISCAL BENAVIDES,2024,1477
010607,MARISCAL BENAVIDES,2025,1456
010607,MARISCAL BENAVIDES,2026,1435
010608,MILPUC,2017,477.822323462415
010608,MILPUC,2018,458
010608,MILPUC,2019,439
010608,MILPUC,2020,419
010608,MILPUC,2021,411
010608,MILPUC,2022,405
010608,MILPUC,2023,399
010608,MILPUC,2024,393
010608,MILPUC,2025,387
010608,MILPUC,2026,381
010609,OMIA,2017,9381.24201424212
010609,OMIA,2018,9603
010609,OMIA,2019,9830
010609,OMIA,2020,10028
010609,OMIA,2021,10127
010609,OMIA,2022,10206
010609,OMIA,2023,10273
010609,OMIA,2024,10328
010609,OMIA,2025,10385
010609,OMIA,2026,10438
010610,SANTA ROSA,2017,542.029962546817
010610,SANTA ROSA,2018,538
010610,SANTA ROSA,2019,534
010610,SANTA ROSA,2020,529
010610,SANTA ROSA,2021,527
010610,SANTA ROSA,2022,526
010610,SANTA ROSA,2023,525
010610,SANTA ROSA,2024,524
010610,SANTA ROSA,2025,523
010610,SANTA ROSA,2026,522
010611,TOTORA,2017,296.031034482759
010611,TOTORA,2018,293
010611,TOTORA,2019,290
010611,TOTORA,2020,288
010611,TOTORA,2021,289
010611,TOTORA,2022,286
010611,TOTORA,2023,285
010611,TOTORA,2024,284
010611,TOTORA,2025,283
010611,TOTORA,2026,282
010612,VISTA ALEGRE,2017,3201.94166222696
010612,VISTA ALEGRE,2018,3467
010612,VISTA ALEGRE,2019,3754
010612,VISTA ALEGRE,2020,4048
010612,VISTA ALEGRE,2021,4277
010612,VISTA ALEGRE,2022,4504
010612,VISTA ALEGRE,2023,4729
010612,VISTA ALEGRE,2024,4955
010612,VISTA ALEGRE,2025,5180
010612,VISTA ALEGRE,2026,5404
010701,BAGUA GRANDE,2017,55449.7520674189
010701,BAGUA GRANDE,2018,56257
010701,BAGUA GRANDE,2019,57076
010701,BAGUA GRANDE,2020,57746
010701,BAGUA GRANDE,2021,58380
010701,BAGUA GRANDE,2022,58947
010701,BAGUA GRANDE,2023,59466
010701,BAGUA GRANDE,2024,59952
010701,BAGUA GRANDE,2025,60434
010701,BAGUA GRANDE,2026,60907
010702,CAJARURO,2017,25199.6457207389
010702,CAJARURO,2018,24996
010702,CAJARURO,2019,24794
010702,CAJARURO,2020,24525
010702,CAJARURO,2021,24236
010702,CAJARURO,2022,23916
010702,CAJARURO,2023,23574
010702,CAJARURO,2024,23221
010702,CAJARURO,2025,22864
010702,CAJARURO,2026,22504
010703,CUMBA,2017,8885.12348338814
010703,CUMBA,2018,8852
010703,CUMBA,2019,8819
010703,CUMBA,2020,8760
010703,CUMBA,2021,8695
010703,CUMBA,2022,8620
010703,CUMBA,2023,8536
